zcta20,year,pop,pop_under_18,pop_wht,pop_wht_f20to44,pop_wht_65andover,pop_settled,commuting_pop_drivealone2work,commuting_pop_pubtrans2work,commuting_pop_subway2work,commuting_pop_bikenwalk2work,commuting_pop_athome2work,commuting_pop_bf6am2work,commuting_pop_10amto4pm2work,commuting_pop_af4pm2work,commuting_pop_under20min_drivealone,commuting_pop_above45min_drivealonw,household_ttl,family_ttl,income_median_household,income_median_family,median_earnings,median_earnings_drive_alone,median_earnings_carpooled,median_earnings_pbltrans,median_earnings_walk,median_earnings_bikenothers,median_earnings_work_from_home,houseunit_occupby_owner,edu_bchlor_pop,edu_mst_pop,edu_dr_pop,insurance_pop,pop_20to64_worknotfultime,pop_20to64_workfultime,pop_65nover_work,pop_with_retireincome,job_pop_nonprofit,job_pop_government,job_pop_selfemploy,job_pop_unpaidinfamily,houseunit_median_value,houseunit_median_rent,houseunit_ttl,houseunit_detached,houseunit_attached_1to4,houseunit_attached_50nmore,houseunit_builtyr,houseunit_energy_electr,houseunit_energy_solar,veh_household_with_2nmore,veh_ttl,veh_commuting,veh_commuting_feml,household_1p,household_2p,household_3p,household_4pnmore,commuting_pop_citylive,commuting_pop_citynolive,family_1work,family_bothwork,family_withkid,family_withnokid,buff3_L2_chargers,buff3_DCFC_chargers,buff3_evcs_median_operated_months,buff3_evcs_open_this_yr,buff10_L2_chargers,buff10_DCFC_chargers,buff10_evcs_median_operated_months,buff10_evcs_open_this_yr,buff15_L2_chargers,buff15_DCFC_chargers,buff15_evcs_median_operated_months,buff15_evcs_open_this_yr,buff30_L2_chargers,buff30_DCFC_chargers,buff30_evcs_median_operated_months,buff30_evcs_open_this_yr,buff70_L2_chargers,buff70_DCFC_chargers,buff70_evcs_median_operated_months,buff70_evcs_open_this_yr,buff150_L2_chargers,buff150_DCFC_chargers,buff150_evcs_median_operated_months,buff150_evcs_open_this_yr,buff300_L2_chargers,buff300_DCFC_chargers,buff300_evcs_median_operated_months,buff300_evcs_open_this_yr,traffic_cluster3,buff1000_subway_stops,buff1000_nonsubway_stops,buff3500_subway_stops,buff3500_nonsubway_stops,mean_min_temprature,job_offer_ttl,job_occupation_ttl,job_sdi_offer,job_sdi_occupation,centroid_pop_longitude,centroid_pop_latitude,area,area_length_water,pop_density,houseunit_density,houseunit_detached2four,houseunit_detached2four_density,houseunit_attached_50nmore_density,income2housevalue,PHEV_next2yr,BEV_next2yr
11549,2022,2508,66,1797,571,0,1177,209,0,0,472,126,9,336,181,614,9,0,0,0.0,0.0,1,1,1,1,1,1,1,0,20,5,0,2396,918,42,0,0,192,147,30,0,0.0,0.0,0,0,0,0,0.0,0,0,0,225,225.0,130.0,0,0,0,0,0,853,0,0,0,0,25.0,17.0,23,2,101.0,44.0,23,16,121.0,98.0,23,21,930.0,252.0,23,106,2709.0,647.0,33,262,4068.0,1229.0,33,434,10669.0,2317.0,18,1924,0,0,34,0,341,8.787599563598633,3091,727,0.1992215504167547,2.612342633036144,618000.5683000004,4508346.643999999,620762.8092967068,0.0,0.0040401904921485,0.0,0,0.0,0.0,0.0,0.0,0.0
11550,2022,60668,14024,8069,1400,1682,54966,16488,5192,500,818,1718,2230,3307,1676,7136,3452,17780,13151,83333.0,90900.0,35000,35000,35000,35000,15000,25000,35000,8305,4427,2508,86,56366,9556,20553,1531,3087,2488,3771,1825,34,425300.0,1555.0,19213,9074,2450,4708,1957.0,1282,0,7498,25961,18210.0,8680.0,3908,3557,2945,7370,0,28783,975,1977,1749,1203,3.0,5.0,40,1,95.0,45.0,16,17,138.0,82.0,23,27,1450.0,262.0,23,137,2712.0,658.0,33,262,4109.0,1223.0,32,443,10830.0,2321.0,18,1924,0,0,79,0,341,8.867249806722004,16775,25224,2.204934681858747,2.526870188955989,616706.6747000003,4507160.9781,10908420.80087376,12386.0,0.0055615749618992,0.0017612998573048,11524,0.0010564315596513,0.0004315931779623,0.1959393369386315,0.0,0.0
11552,2022,26043,6563,13911,2109,2645,23770,8243,1335,215,184,1311,1401,995,488,2528,2662,7362,6171,147468.0,159830.0,50000,50000,65000,75000,10000,35000,65000,6566,4181,2678,233,25460,3662,8883,799,1988,1345,1743,618,12,577300.0,2559.0,7631,6964,320,99,1952.0,345,26,5096,15054,8525.0,4120.0,977,1790,1112,3483,0,11979,664,1886,1521,1029,14.0,4.0,23,1,93.0,72.0,20,15,169.0,95.0,23,27,2513.0,275.0,39,197,2724.0,677.0,33,265,4143.0,1229.0,31,447,10971.0,2345.0,18,1930,1,0,28,0,299,8.838929748535158,5487,12335,2.329415756970345,2.566750637993168,613739.2582999999,4505793.94,9727124.402189905,681538.0,0.0026773585823716,0.0007845072895625,7284,0.0007488338484043,1.017772528720942e-05,0.2554443097176511,0.0,0.0
11553,2022,27886,6301,7293,1192,1176,25281,8316,1455,65,278,899,1993,1592,684,4060,2167,7151,5549,102066.0,110222.0,35000,50000,25000,35000,10000,1,35000,5397,2072,1395,157,26372,4103,8846,863,1887,963,2185,505,0,448000.0,1706.0,7397,6404,518,154,1951.0,384,0,4588,14780,9275.0,4440.0,1289,1027,1401,3434,0,13199,568,913,917,564,4.0,0.0,21,1,75.0,45.0,23,14,139.0,98.0,20,26,737.0,251.0,23,91,2690.0,647.0,33,261,4038.0,1221.0,33,426,10604.0,2317.0,18,1899,0,0,39,0,308,8.801377402411568,8803,12484,2.429433876652817,2.498310412888958,619003.8329999996,4506688.929300001,8382828.684565671,0.0,0.0033265620769923,0.000882399041939,6922,0.0008257355912264,1.8370887178398662e-05,0.2278258928571428,0.0,0.0
11554,2022,36856,7579,24364,3197,6787,33528,11635,1757,337,331,1817,2199,1302,678,4083,2816,11716,9277,129268.0,149719.0,65000,50000,65000,75000,15000,15000,75000,10418,6628,3999,523,34951,4455,11354,1742,3906,1243,3536,514,0,594400.0,2208.0,12080,9877,1009,536,1957.0,860,0,7887,22475,12135.0,5865.0,2232,3307,2184,3993,0,16828,1752,2674,2629,1797,8.0,0.0,8,4,70.0,36.0,23,13,155.0,91.0,23,30,621.0,256.0,23,74,2663.0,629.0,33,255,4034.0,1195.0,33,425,10660.0,2304.0,18,1928,1,0,2,0,162,8.634312272071838,11265,18481,2.044382208735502,2.599511147022241,621968.8953999998,4507986.611300001,16378553.052994154,61309.0,0.0022502598294702,0.0007375498898415,10886,0.0006646496772198,3.2725723588996415e-05,0.2174764468371467,0.0,0.0
11557,2022,8290,2180,6127,846,1131,7767,2164,418,19,36,863,226,246,53,949,698,2611,2282,162266.0,173241.0,75000,75000,65000,75000,1,25000,65000,2330,2076,935,69,8201,828,2843,409,626,454,657,104,2,692400.0,2523.0,2791,2048,204,136,1954.0,200,12,1732,4919,2280.0,1065.0,294,852,512,953,0,3744,549,764,724,589,0.0,0.0,0,0,46.0,55.0,23,5,156.0,86.0,23,25,2512.0,256.0,45,190,2726.0,680.0,33,267,4172.0,1227.0,30,465,10926.0,2350.0,18,1916,1,0,27,0,218,9.17294979095459,4540,3682,2.084163657696601,2.577099474383061,610369.6486,4499742.2312,5727894.928286637,448763.0,0.0014473030849537,0.0004872645247413,2252,0.0003931636365881,2.3743452298396323e-05,0.2343529751588677,0.0,0.0
11558,2022,8660,1416,6950,984,1488,7649,2700,522,146,152,475,606,329,338,837,1003,3058,2129,104253.0,124489.0,50000,65000,25000,75000,25000,25000,50000,2055,1132,669,71,8398,1119,3123,403,803,334,619,139,0,578100.0,1887.0,3205,1927,970,121,1960.0,325,14,1588,5149,2845.0,1045.0,757,816,739,746,0,4256,471,363,399,435,4.0,1.0,26,1,29.0,29.0,30,4,73.0,56.0,23,12,938.0,219.0,23,101,2676.0,658.0,33,259,4099.0,1217.0,30,454,10856.0,2333.0,18,1906,2,0,13,0,55,9.375399780273437,3325,4532,2.141211893304744,2.6235917078087,613915.3024000004,4495567.4911,4797327.236213054,956301.0,0.0018051718328967,0.0006680803376944,2897,0.0006038779214667,2.522237780375303e-05,0.1803373118837571,0.0,0.0
11559,2022,8732,2478,7345,869,1529,8307,2023,572,108,88,145,262,421,253,781,965,2537,1865,129732.0,169967.0,75000,75000,15000,25000,35000,1,75000,1956,1734,659,185,8565,978,1756,518,595,239,80,406,0,1082500.0,1854.0,2778,1874,330,268,1963.0,210,0,1418,4134,2125.0,785.0,600,665,382,890,0,3061,690,535,679,546,1.0,0.0,133,0,35.0,51.0,23,5,101.0,56.0,23,16,2618.0,256.0,45,197,2711.0,681.0,33,266,4218.0,1267.0,28,486,10789.0,2334.0,18,1852,1,0,30,6,199,9.35643797654372,3993,3301,2.490289238057425,2.637412228653613,607146.1902000001,4496697.215600001,13198402.433245484,2607063.0,0.0006615952229191,0.0002104800193849,2204,0.0001669899073882,2.0305487831234348e-05,0.1198448036951501,0.0,0.0
11560,2022,7043,1657,5979,508,1252,6364,2096,368,44,27,603,158,462,80,858,541,2436,1994,162143.0,216389.0,65000,50000,35000,75000,75000,75000,75000,1997,1487,772,112,6918,828,2188,389,648,321,342,209,15,872900.0,1831.0,2567,2295,193,1,1955.0,164,0,1731,5786,2125.0,830.0,411,825,360,840,0,3173,515,618,545,588,0.0,0.0,0,0,12.0,0.0,57,2,68.0,22.0,30,10,1081.0,331.0,23,109,2709.0,640.0,33,254,4090.0,1192.0,33,421,10874.0,2276.0,18,1985,2,0,1,0,11,8.18614066730846,2372,3032,2.452143834403686,2.674225035648008,618413.9413000001,4526320.322799999,19493593.501814224,166189.0,0.0003612981874965,0.0001316842889824,2488,0.0001276316754921,5.129890494058638e-08,0.1857520907320426,0.0,0.0
11561,2022,38755,5441,31369,5014,6931,34997,12897,3566,587,842,3394,2264,1497,1057,4041,4662,16004,8913,130046.0,157163.0,65000,75000,35000,65000,25000,15000,75000,10188,8606,5494,403,37137,5620,15338,2432,4185,1830,4403,958,35,644000.0,2189.0,18210,7819,4173,3872,1958.0,2148,63,7891,25359,13205.0,5990.0,5228,5422,2806,2548,0,21684,1698,3011,1708,3001,4.0,0.0,46,0,27.0,5.0,30,4,67.0,56.0,23,10,910.0,209.0,23,98,2647.0,646.0,33,256,4068.0,1218.0,30,449,10710.0,2330.0,18,1848,2,0,12,0,55,9.4138552347819,7229,16400,2.352892364419731,2.598257353071804,613427.2125000004,4493729.822000001,11335001.004343916,1578753.0,0.003419055718226,0.0016065283093509,11992,0.0010579619706609,0.000341596793729,0.2019347826086956,0.0,0.0
11563,2022,22055,4392,15034,1907,3989,19724,5862,2054,343,682,1516,1598,1368,488,2627,1751,7661,5653,137828.0,164839.0,75000,65000,50000,75000,25000,65000,75000,5756,4275,2544,198,21492,2989,7740,1189,2205,650,2587,384,11,590700.0,1908.0,8104,4733,1987,946,1942.0,308,0,4476,13924,6300.0,2645.0,1830,2089,1540,2202,0,11184,704,1974,1459,1219,7.0,0.0,25,1,56.0,36.0,23,8,149.0,95.0,23,25,2564.0,264.0,45,193,2723.0,671.0,33,265,4204.0,1217.0,31,463,10904.0,2347.0,18,1918,1,0,30,0,234,8.941800117492676,8455,11171,2.482414021167113,2.591019812341168,612070.6514999997,4501451.753,6016876.448477838,0.0,0.0036655231645282,0.0013468782464446,6720,0.0011168585656599,0.0001572244349872,0.2333299475198916,0.0,0.0
11565,2022,9013,1810,6552,954,1484,8150,3224,574,89,131,1040,265,421,250,754,741,3128,2502,153582.0,182422.0,65000,65000,35000,75000,10000,75000,75000,2983,2304,1498,107,8987,1268,3623,390,814,746,955,322,0,601100.0,1717.0,3358,3180,105,10,1941.0,54,12,2077,6006,3295.0,1610.0,565,888,628,1047,0,5152,233,996,772,457,7.0,0.0,29,0,88.0,64.0,23,13,171.0,95.0,23,28,2635.0,265.0,42,197,2733.0,685.0,33,265,4162.0,1213.0,31,454,10928.0,2339.0,18,1923,1,0,25,0,269,8.941800117492676,1291,4269,2.346503146421921,2.591847920423014,612188.6973000001,4503448.8071,2921543.064037929,0.0,0.00308501357072,0.0011493926073979,3285,0.0011244058115849,3.4228487415067503e-06,0.2555015804358675,0.0,0.0
11566,2022,33976,7663,29450,3814,5610,31129,10933,2484,487,92,2741,1133,1344,507,3891,2798,11346,9531,172868.0,187766.0,75000,75000,35000,75000,1,35000,75000,10808,7465,4738,481,33572,3915,12472,2008,3228,1526,3712,898,54,656100.0,2379.0,11620,11247,285,6,1955.0,152,55,8765,24033,11410.0,5670.0,1520,3332,2797,3697,0,17435,1847,3663,3047,2463,6.0,0.0,7,2,79.0,31.0,23,14,108.0,90.0,23,22,513.0,222.0,23,61,2656.0,621.0,33,254,4014.0,1175.0,33,424,10587.0,2301.0,18,1900,1,0,1,0,121,8.88238639831543,8461,17518,2.14887911510919,2.62610412168386,622128.4001000002,4503079.044600001,16584891.712692408,2520428.0,0.0020486115067002,0.0007006376768265,11532,0.0006953316427851,3.617750482753049e-07,0.2634781283340954,0.0,0.0
11568,2022,4272,605,2901,579,401,3537,1032,184,37,201,389,84,240,117,616,336,1005,774,224712.0,230667.0,50000,75000,75000,50000,1,15000,35000,940,812,350,73,4157,925,854,286,212,126,198,97,16,1943300.0,1233.0,1149,1113,8,0,1969.0,13,0,822,2363,1070.0,450.0,169,327,145,364,0,1898,264,219,233,250,3.0,0.0,84,0,89.0,53.0,23,13,118.0,61.0,23,20,1359.0,284.0,23,132,2731.0,666.0,33,260,4086.0,1192.0,33,426,10841.0,2286.0,18,1959,0,0,0,0,47,8.049266199270885,5555,1827,1.550780401565003,2.613119232928102,617983.4298999999,4516094.776000001,22438113.90780678,0.0,0.0001903903339448,5.120751257084199e-05,1121,4.995963585022965e-05,0.0,0.115634230432769,0.0,0.0
11569,2022,1110,124,1075,80,399,1061,325,93,33,27,71,61,133,0,125,102,556,282,104386.0,203889.0,75000,50000,15000,75000,75000,25000,75000,455,252,170,43,1110,115,343,116,154,20,79,0,0,876200.0,3219.0,782,694,52,0,0.0,47,0,269,791,330.0,120.0,262,151,90,53,0,534,97,45,42,100,8.0,0.0,17,1,29.0,1.0,30,5,46.0,34.0,21,10,439.0,208.0,23,54,2591.0,614.0,33,245,3939.0,1179.0,32,424,10785.0,2316.0,18,1890,2,0,0,0,0,9.34149932861328,383,696,1.832950058443541,2.623719986876282,620113.6558999997,4494283.1691,721837.431266408,0.0,0.0015377423667993,0.0010833464241775,746,0.0010334736987678,0.0,0.119134900707601,0.0,0.0
11570,2022,28262,6382,22348,2988,4955,25349,7790,2020,350,332,2859,1112,1083,315,2985,2296,10810,7375,149420.0,196121.0,75000,75000,50000,75000,25000,50000,75000,8288,6371,4299,294,27706,3622,9819,1325,3092,1107,2715,697,20,753300.0,1516.0,11212,7170,816,1569,1948.0,958,0,6021,18017,8080.0,4185.0,3153,3037,1651,2969,0,13752,1063,3070,2287,1846,7.0,0.0,25,1,73.0,64.0,23,12,152.0,95.0,23,27,1682.0,252.0,24,142,2708.0,671.0,33,264,4125.0,1229.0,31,447,10918.0,2336.0,18,1919,1,0,23,0,230,8.950019836425781,13029,13306,2.289634395504826,2.607160406356331,615123.5663999999,4502353.3248,9516559.843539871,227333.0,0.0029697706381981,0.0011781568323359,7986,0.0008391687890683,0.0001648705021347,0.1983539094650205,0.0,0.0
11572,2022,29961,6187,25238,3050,5916,28288,9686,1920,306,405,2051,1726,1762,652,4294,2843,10315,8114,134615.0,151648.0,50000,50000,35000,75000,1,75000,75000,9438,5328,3622,436,29488,3967,10126,1994,3454,1786,3085,792,0,608100.0,1709.0,10621,9005,1091,101,1957.0,667,21,7165,20214,10235.0,5310.0,1915,3257,1965,3178,0,15322,1723,2426,1917,2232,2.0,1.0,6,2,46.0,34.0,23,6,117.0,87.0,23,20,938.0,246.0,23,96,2697.0,660.0,33,264,4101.0,1206.0,31,442,10868.0,2333.0,18,1912,1,0,11,0,113,9.148321219852992,11764,15379,2.152703647625697,2.619999360794234,615282.7457,4499257.7883,13622885.785283992,1284129.0,0.0021993137483663,0.0007796439144687,10096,0.0007411058243552,7.413994478989496e-06,0.221369840486762,0.0,0.0
11575,2022,19102,4787,3403,832,162,17166,6174,1472,362,162,687,1223,1210,464,2136,1382,4534,3984,123056.0,115625.0,35000,35000,35000,25000,50000,35000,35000,3437,2117,700,112,18314,2528,7046,808,990,900,1559,556,0,413100.0,2127.0,4711,3980,703,6,1953.0,96,0,2777,9571,6740.0,3170.0,399,756,568,2811,0,9866,254,601,551,304,4.0,0.0,15,1,71.0,37.0,23,14,139.0,82.0,20,25,553.0,239.0,23,70,2676.0,632.0,33,257,4033.0,1205.0,33,432,10662.0,2313.0,18,1903,1,0,19,0,213,8.925000190734863,2370,7851,1.664812863244661,2.476881288215321,619530.824,4504138.423900001,4632659.121382468,26590.0,0.0041233338131512,0.0010169105640119,4683,0.0010108665190549,1.29515249078147e-06,0.2978842895182764,0.0,0.0
11576,2022,12506,2442,9000,999,2515,11649,3686,1162,503,90,1123,265,363,110,1245,1269,4399,3617,224698.0,222813.0,75000,75000,75000,75000,10000,15000,75000,3903,3119,2225,243,12470,1456,4024,1285,974,498,527,641,3,1192000.0,1845.0,4638,3495,726,230,1963.0,512,0,3150,9101,3880.0,1585.0,741,1505,657,1496,0,6509,1067,1152,1010,1209,2.0,8.0,11,1,79.0,40.0,23,8,116.0,53.0,23,18,2716.0,329.0,30,210,2745.0,656.0,33,263,4152.0,1221.0,32,439,10821.0,2312.0,18,1943,0,0,22,0,154,8.204282919565838,5615,5583,2.488214378650995,2.59049582924606,613423.1865999997,4517280.726399999,12333836.913651716,408899.0,0.001013958599222,0.0003760387000793,4221,0.0003422292697358,1.8647887239811347e-05,0.1885050335570469,0.0,0.0
11577,2022,12399,3041,8474,929,1962,11503,3872,559,85,128,856,239,578,80,1405,1262,4177,3325,191607.0,197024.0,75000,75000,50000,75000,75000,15000,75000,3840,2877,1878,282,12037,1465,4144,865,934,608,851,477,26,933600.0,1847.0,4383,3612,328,201,1953.0,163,32,3112,8296,4080.0,1830.0,652,1336,724,1465,0,5915,651,1460,1310,801,2.0,8.0,11,1,89.0,44.0,23,11,125.0,53.0,20,21,2472.0,291.0,30,203,2726.0,653.0,33,262,4130.0,1213.0,32,438,10770.0,2309.0,18,1941,0,0,30,0,148,8.196469402313232,4110,5862,2.448572085699905,2.59042860792569,614544.7540999996,4516037.0386,7643088.647389427,0.0,0.0016222499269631,0.0005734592652535,3940,0.0005154984040837,2.6298268837775884e-05,0.2052345758354755,0.0,0.0
11579,2022,5062,1322,4638,599,927,4211,1490,283,57,65,434,124,55,22,547,290,1828,1348,181375.0,208750.0,75000,65000,1,75000,50000,75000,75000,1504,886,812,147,4957,976,1429,332,481,285,501,212,0,898700.0,1937.0,1997,1699,242,0,1941.0,60,0,1362,3739,1505.0,740.0,402,471,349,606,0,2328,251,608,547,312,6.0,0.0,30,1,26.0,8.0,30,3,207.0,58.0,23,24,2084.0,348.0,28,175,2755.0,676.0,33,261,4145.0,1192.0,33,432,10927.0,2296.0,18,1976,2,0,28,0,92,8.340950012207031,938,2201,2.123130176617645,2.601927819139223,614364.0557000004,4522602.7773,2881648.018777014,0.0,0.0017566336926007,0.0006930062197004,1941,0.0006735728955626,0.0,0.2018192945365527,0.0,0.0
11580,2022,43396,7463,12169,1404,3601,40652,13271,4184,1484,347,2244,2682,2435,1402,4311,3813,13176,10572,132632.0,148191.0,50000,50000,50000,50000,15000,35000,50000,11058,7999,3104,228,42435,6521,15768,1772,3362,2516,4106,1116,1,575600.0,1710.0,13815,10710,2277,520,1954.0,586,0,8275,25806,14135.0,6415.0,2306,3032,2258,5580,0,22456,1597,2191,2073,1715,3.0,28.0,35,0,69.0,58.0,23,13,346.0,111.0,23,31,2867.0,309.0,40,222,2744.0,704.0,33,267,4266.0,1220.0,30,474,11001.0,2356.0,18,1935,0,0,24,0,346,8.968699675339918,11651,20286,2.155988973443297,2.511037963711396,609342.7087000003,4503442.5835,10103158.468797764,40010.0,0.0042952904415013,0.0013673941711065,12987,0.0012854396018936,5.146905312887544e-05,0.2304239054899235,0.0,0.0
11581,2022,22770,5800,10360,1628,2542,20023,5866,1588,519,389,1960,1006,1120,614,2168,1862,7011,5606,135060.0,155346.0,50000,50000,50000,75000,25000,35000,75000,5792,4430,2119,299,22446,3123,7632,1007,2050,1074,2055,427,14,623700.0,1838.0,7433,6013,856,179,1953.0,209,0,4195,12715,6225.0,2690.0,1218,1608,1249,2936,0,10985,794,1965,1671,1088,1.0,28.0,44,0,69.0,56.0,23,12,299.0,96.0,23,27,2784.0,292.0,42,214,2729.0,689.0,33,267,4213.0,1230.0,30,477,10975.0,2350.0,18,1921,1,0,29,0,299,9.0578853062221,14604,10114,1.712314864317391,2.569708124870233,609148.1558999997,4500917.2016,7464369.625758186,414322.0,0.0030504920229867,0.0009957974179561,6869,0.0009202384587569,2.398059166072155e-05,0.2165464165464165,0.0,0.0
11590,2022,47951,10468,20158,2485,5068,44576,15897,2369,196,655,1869,2415,2622,1534,8629,3338,14766,11366,133349.0,142277.0,50000,50000,35000,75000,15000,35000,75000,11623,8358,3887,308,46027,5974,17521,2155,4469,2345,3203,950,94,594500.0,2139.0,15288,10839,1889,989,1957.0,1386,140,8930,28167,17040.0,7880.0,2891,4272,2420,5183,0,24080,1545,3241,2171,2615,5.0,1.0,39,1,73.0,53.0,23,14,148.0,91.0,15,30,732.0,260.0,23,88,2676.0,641.0,33,256,4066.0,1184.0,33,427,10766.0,2292.0,18,1947,0,0,19,0,175,8.396766212251453,27481,24316,2.256962704774248,2.61727635869427,620610.9632000001,4512526.3457,17396809.46803114,40187.0,0.0027563100054706,0.0008787818265236,12728,0.0007316284071162,5.68495046070036e-05,0.2243044575273338,0.0,0.0
11596,2022,10520,2598,7678,873,1570,9971,2992,764,112,56,411,390,516,182,1451,935,3440,2808,157273.0,182639.0,75000,75000,35000,75000,1,75000,75000,2875,2082,1265,143,10363,1349,3451,398,1147,616,1018,168,10,760900.0,1908.0,3554,2894,309,248,1941.0,82,0,2165,6574,3195.0,1440.0,580,950,545,1365,0,4774,480,1025,1066,439,6.0,14.0,6,4,90.0,44.0,23,12,147.0,81.0,20,27,2642.0,306.0,36,205,2714.0,641.0,33,263,4129.0,1236.0,32,439,10779.0,2326.0,18,1931,0,0,25,0,151,8.570566177368164,2246,5218,2.352032877935319,2.594123500802218,614294.3881999999,4512977.2984,3426040.0039501768,0.0,0.0030706004564659,0.0010373492416615,3203,0.0009348985990551,7.238677882163064e-05,0.2066933894072808,0.0,0.0
11598,2022,14531,4945,12207,1522,1794,13927,3716,1029,190,148,1089,250,634,82,1564,1378,3935,3313,179846.0,219125.0,65000,65000,10000,75000,10000,75000,65000,3369,2528,1920,272,13996,2055,3865,680,762,969,603,313,87,915900.0,2277.0,4056,3364,264,61,1955.0,123,4,2951,7594,3820.0,1755.0,581,1088,475,1791,0,6295,642,1425,1257,810,1.0,0.0,133,0,34.0,51.0,23,5,126.0,82.0,23,22,2620.0,274.0,44,200,2718.0,688.0,33,265,4216.0,1249.0,28,488,10870.0,2352.0,18,1888,1,0,46,0,213,9.175299644470217,2862,5577,2.178940916336075,2.602412909257191,608727.1634,4498814.6456,5259550.783097763,256446.0,0.0027627834770028,0.0007711685212802,3628,0.000689792750297,1.1597948668169776e-05,0.1963598646140408,0.0,0.0
11691,2022,70365,20933,20338,2680,3702,63825,11011,8490,4013,2440,1873,2779,4004,1345,6240,4869,21687,14573,59153.0,80164.0,35000,50000,25000,35000,35000,15000,25000,6096,6112,3665,325,64726,9653,17208,2260,3941,2720,4491,2163,7,632300.0,1330.0,22680,3493,7220,7002,1964.0,2329,102,4265,18166,11755.0,5515.0,6124,4914,4118,6531,26174,0,1791,3195,3091,1895,5.0,0.0,69,1,28.0,50.0,23,4,90.0,51.0,17,15,2631.0,240.0,45,193,2719.0,690.0,33,265,4242.0,1262.0,28,492,10585.0,2359.0,18,1799,1,6,52,15,157,9.449899832407636,11497,21117,1.579166537019147,2.401019923316095,605177.6516000004,4495166.4416,7022729.990545122,254400.0,0.0100196077728652,0.0032295133132748,10713,0.0015254751377915,0.0009970481578285,0.093552111339554,0.0,0.0
11692,2022,24584,7028,4698,901,938,22631,3816,4111,2230,481,615,1255,833,540,1374,2485,8128,5516,57687.0,81835.0,35000,50000,75000,35000,15000,25000,50000,2919,2505,1665,119,23292,3268,7102,583,1202,1076,2472,377,19,591800.0,1265.0,8600,881,3678,2641,1971.0,1438,0,1884,7333,4010.0,1710.0,2383,2146,1434,2165,9787,0,645,1276,1018,903,2.0,0.0,9,1,24.0,50.0,23,3,111.0,61.0,15,18,2666.0,240.0,45,195,2715.0,686.0,33,264,4277.0,1294.0,28,499,10118.0,2339.0,19,1662,2,6,25,33,96,9.55620002746582,2236,7440,1.758737058199095,2.438983995784628,602117.466,4494204.5624,2740865.4830056066,255912.0,0.0089694296025945,0.0031376950285678,4559,0.0016633432134001,0.0009635642523776,0.09747718823927,0.0,0.0
11693,2022,13558,2808,7616,983,1599,12893,2925,1520,817,233,534,664,341,286,835,1118,5274,3596,72714.0,78687.0,50000,50000,35000,35000,25000,35000,65000,2377,2156,1012,150,12868,1707,4001,272,1637,524,1087,127,0,458800.0,1104.0,5767,1228,1405,2457,1963.0,552,0,1251,5033,2990.0,1510.0,1469,1948,818,1039,5414,0,460,668,479,649,4.0,0.0,7,2,23.0,22.0,23,3,118.0,61.0,14,21,2666.0,243.0,45,194,2704.0,684.0,33,263,4277.0,1295.0,28,503,9832.0,2357.0,20,1567,2,6,30,27,108,9.55620002746582,2675,5097,1.900742582011113,2.503440254186219,600552.8337000003,4493719.132300001,2350599.6560184285,3120.0,0.0057678898936645,0.0024534165080958,2633,0.0011201397027598,0.0010452651916753,0.158487358326068,0.0,0.0
11694,2022,21788,4844,16953,2093,3709,19338,4864,2402,1155,779,408,926,624,316,1606,2221,7994,4892,100190.0,123750.0,65000,65000,35000,65000,25000,65000,75000,4201,3496,2499,306,20814,2678,6358,926,2290,791,2297,421,0,810500.0,1534.0,9042,2728,2575,2396,1958.0,509,0,2685,10165,5120.0,2365.0,2652,2461,1359,1522,9113,0,876,1577,1206,1247,2.0,0.0,6,1,23.0,10.0,23,3,139.0,71.0,12,29,2686.0,268.0,44,194,2686.0,692.0,33,255,4292.0,1294.0,28,504,9728.0,2341.0,21,1535,2,3,40,12,112,9.494900226593018,3147,7930,2.168252947205052,2.599351959895475,597983.3595000003,4492678.7642,4457411.944732107,0.0,0.0048880382316356,0.0020285313792201,5303,0.0011897038159704,0.0005375316505874,0.1236150524367674,0.0,0.0
11697,2022,3946,712,3832,443,846,3547,1190,213,193,45,119,260,36,112,243,721,1533,1015,134563.0,186350.0,75000,75000,35000,65000,75000,75000,15000,1485,780,609,39,3946,294,1453,173,713,214,587,0,0,660700.0,725.0,2799,2775,24,0,1968.0,84,0,929,2720,1270.0,640.0,504,476,143,410,1728,0,175,220,157,238,0.0,0.0,0,0,25.0,0.0,3,4,232.0,37.0,14,33,2717.0,267.0,42,210,2683.0,691.0,33,253,4261.0,1303.0,28,506,9619.0,2323.0,21,1493,2,0,0,0,47,9.423200035095215,381,2176,1.991375378019033,2.636962701882108,591873.1616000001,4490375.7942,4010570.271690005,0.0,0.0009838999774805,0.0006979057366873,2799,0.0006979057366873,0.0,0.2036673225367035,0.0,0.0
