zcta20,year,pop,pop_under_18,pop_wht,pop_wht_f20to44,pop_wht_65andover,pop_settled,commuting_pop_drivealone2work,commuting_pop_pubtrans2work,commuting_pop_subway2work,commuting_pop_bikenwalk2work,commuting_pop_athome2work,commuting_pop_bf6am2work,commuting_pop_10amto4pm2work,commuting_pop_af4pm2work,commuting_pop_under20min_drivealone,commuting_pop_above45min_drivealonw,household_ttl,family_ttl,income_median_household,income_median_family,median_earnings,median_earnings_drive_alone,median_earnings_carpooled,median_earnings_pbltrans,median_earnings_walk,median_earnings_bikenothers,median_earnings_work_from_home,houseunit_occupby_owner,edu_bchlor_pop,edu_mst_pop,edu_dr_pop,insurance_pop,pop_20to64_worknotfultime,pop_20to64_workfultime,pop_65nover_work,pop_with_retireincome,job_pop_nonprofit,job_pop_government,job_pop_selfemploy,job_pop_unpaidinfamily,houseunit_median_value,houseunit_median_rent,houseunit_ttl,houseunit_detached,houseunit_attached_1to4,houseunit_attached_50nmore,houseunit_builtyr,houseunit_energy_electr,houseunit_energy_solar,veh_household_with_2nmore,veh_ttl,veh_commuting,veh_commuting_feml,household_1p,household_2p,household_3p,household_4pnmore,commuting_pop_citylive,commuting_pop_citynolive,family_1work,family_bothwork,family_withkid,family_withnokid,buff3_L2_chargers,buff3_DCFC_chargers,buff3_evcs_median_operated_months,buff3_evcs_open_this_yr,buff10_L2_chargers,buff10_DCFC_chargers,buff10_evcs_median_operated_months,buff10_evcs_open_this_yr,buff15_L2_chargers,buff15_DCFC_chargers,buff15_evcs_median_operated_months,buff15_evcs_open_this_yr,buff30_L2_chargers,buff30_DCFC_chargers,buff30_evcs_median_operated_months,buff30_evcs_open_this_yr,buff70_L2_chargers,buff70_DCFC_chargers,buff70_evcs_median_operated_months,buff70_evcs_open_this_yr,buff150_L2_chargers,buff150_DCFC_chargers,buff150_evcs_median_operated_months,buff150_evcs_open_this_yr,buff300_L2_chargers,buff300_DCFC_chargers,buff300_evcs_median_operated_months,buff300_evcs_open_this_yr,traffic_cluster3,buff1000_subway_stops,buff1000_nonsubway_stops,buff3500_subway_stops,buff3500_nonsubway_stops,mean_min_temprature,job_offer_ttl,job_occupation_ttl,job_sdi_offer,job_sdi_occupation,centroid_pop_longitude,centroid_pop_latitude,area,area_length_water,pop_density,houseunit_density,houseunit_detached2four,houseunit_detached2four_density,houseunit_attached_50nmore_density,income2housevalue,PHEV_next2yr,BEV_next2yr
11417,2022,31200,7428,7695,1020,2194,28357,4934,5974,4706,686,1051,1289,1587,693,1700,1949,9377,7334,84419.0,94487.0,35000,50000,35000,35000,25000,35000,50000,5321,3415,1757,105,29920,4449,9846,659,1798,1283,2075,870,0,669800.0,1687.0,9909,2524,6475,25,1948.0,431,0,2755,10562,5260.0,1725.0,1673,2275,1919,3510,13642,0,1013,1706,1531,1188,1.0,0.0,122,0,319.0,60.0,15,27,1800.0,135.0,45,120,3096.0,343.0,38,246,2743.0,711.0,33,265,4334.0,1295.0,28,504,10794.0,2387.0,18,1835,0,9,76,63,787,9.41860008239746,5657,11897,2.027399341861159,2.578659502936698,597804.5630000001,4503582.055500001,2882314.8097622725,0.0,0.0108246329978692,0.0034378618069194,8999,0.0031221433444815,8.673584132908074e-06,0.1260361301881158,0.0,0.0
11418,2022,38317,8383,10635,1278,2517,34498,6334,7558,5401,1119,1438,2002,2438,1328,2670,1998,11681,8587,79101.0,85386.0,35000,35000,35000,35000,25000,15000,50000,5739,4837,2228,384,36044,6426,11287,1723,2360,1440,2272,1394,9,729400.0,1624.0,12152,3146,5336,1598,0.0,477,9,3071,12137,6765.0,2240.0,2429,2882,2137,4233,17668,0,1566,1641,1622,1585,53.0,10.0,45,1,371.0,60.0,17,31,1970.0,135.0,48,113,3123.0,378.0,38,255,2756.0,732.0,33,265,4329.0,1295.0,28,504,10964.0,2388.0,18,1869,0,9,87,78,950,9.291899681091309,13337,14694,1.865206113614005,2.572127250124825,598340.3716000002,4505940.5669,4295786.80353351,0.0,0.0089196698422003,0.0028288182248719,8482,0.0019744927734828,0.0003719923900053,0.1084466684946531,0.0,0.0
11419,2022,48096,8226,3076,315,803,44904,8579,9576,6522,1280,1236,3352,3177,1158,3161,3802,12908,10519,90818.0,94843.0,35000,50000,35000,35000,25000,25000,35000,8089,4783,1771,72,45934,7383,16333,1466,2171,1543,3403,1440,102,654700.0,1732.0,13611,5435,7597,84,0.0,455,24,4825,16388,9385.0,3010.0,1777,2517,2817,5797,22839,0,1345,1891,1627,1609,18.0,0.0,47,1,320.0,88.0,18,25,1615.0,137.0,45,105,3068.0,342.0,39,240,2765.0,733.0,33,267,4316.0,1295.0,28,503,10955.0,2388.0,18,1868,0,6,109,66,991,9.33413314819336,4780,17492,2.105536193222047,2.535273225732171,599284.5377000001,4504908.6554000005,2916125.0098366626,0.0,0.0164931200952506,0.0046674953762569,13032,0.0044689442174256,2.8805349467753092e-05,0.1387169696043989,0.0,0.0
11420,2022,51153,9180,4497,682,1096,48103,11598,8543,5372,637,1390,3251,2320,1196,3266,4423,13836,11916,97919.0,99974.0,35000,50000,35000,35000,25000,50000,50000,9940,5499,1975,131,48565,7441,17587,2063,2595,1796,3832,1012,21,654700.0,1769.0,14759,7422,6842,11,1944.0,677,12,6179,20403,12410.0,4885.0,1450,2936,2949,6501,24484,0,1469,2198,1645,2022,1.0,22.0,108,0,258.0,83.0,21,18,901.0,120.0,25,64,2979.0,312.0,40,225,2762.0,713.0,33,267,4308.0,1295.0,28,502,10940.0,2384.0,18,1862,0,0,72,45,809,9.362133344014484,5353,17169,2.112519336964628,2.530774455122354,600103.8115999997,4503453.202199999,5456045.568634485,0.0,0.0093754715492235,0.0027050727150898,14264,0.0026143476663758,2.0161121936437625e-06,0.1495631586986406,0.0,0.0
11421,2022,41552,8587,11079,1777,2371,37740,5101,10595,8294,759,1165,2208,2150,857,1794,2177,11840,9327,81324.0,83269.0,35000,35000,35000,35000,50000,25000,50000,6164,5407,1692,138,39956,6778,13649,1047,1909,1632,2349,993,0,665300.0,1754.0,12796,2264,7950,977,0.0,430,0,2922,12176,5655.0,2225.0,1716,2761,2240,5123,19083,0,1492,1640,1376,1756,5.0,10.0,39,1,529.0,89.0,23,43,2262.0,143.0,48,152,3154.0,364.0,35,256,2743.0,711.0,33,264,4331.0,1295.0,28,504,10808.0,2394.0,18,1836,0,9,61,78,849,9.384375095367432,2979,16776,2.392464425680787,2.597683396466636,596466.4326,4505153.987500001,3325935.044360436,0.0,0.0124933287769576,0.0038473391179714,10214,0.0030710160793185,0.0002937519786072,0.1222365849992484,0.0,0.0
11422,2022,32296,6140,2457,289,611,30348,7946,4754,2183,325,1108,2239,2087,1449,1535,3506,10019,7351,101416.0,105635.0,50000,50000,25000,50000,15000,25000,50000,6916,4565,2039,121,31061,4209,11306,1371,3170,1845,3914,528,0,599100.0,1868.0,10454,5200,5090,66,1956.0,342,34,4067,14149,8300.0,4240.0,2094,2337,2241,3347,15263,0,846,1448,1103,1191,3.0,28.0,35,0,69.0,51.0,23,12,339.0,119.0,23,27,2845.0,310.0,41,213,2737.0,699.0,33,268,4260.0,1231.0,28,492,11008.0,2366.0,18,1927,1,0,59,0,394,9.088116486867268,2881,12950,2.254033326652146,2.407225997239411,607002.7071000001,4501623.485400001,5570946.776849983,137648.0,0.0057972192687615,0.0018765212483166,10290,0.0018470828051633,1.184717834215584e-05,0.1692805875479886,0.0,0.0
11423,2022,29921,5321,3793,351,927,28409,5909,5935,3340,435,686,1395,2589,746,1663,2063,9946,7197,79500.0,89842.0,35000,50000,50000,35000,25000,35000,35000,5768,4976,1722,56,28434,4096,9806,1188,1775,1224,2720,724,7,678700.0,1492.0,10443,4748,3225,1380,1949.0,232,7,2927,11478,6245.0,2635.0,2330,2538,2006,3072,13867,0,1114,1251,1077,1288,7.0,0.0,4,6,273.0,82.0,23,15,488.0,132.0,23,43,3012.0,346.0,40,239,2771.0,719.0,33,271,4329.0,1241.0,30,493,11113.0,2369.0,18,1942,0,0,84,12,995,9.016979789733886,4039,12244,2.250241923338602,2.444333376074689,604201.0599999996,4507542.4422,3643182.4016968175,0.0,0.0082128745423408,0.0028664499463809,7973,0.0021884712652011,0.0003787897085134,0.117135700604096,0.0,0.0
11426,2022,19733,3471,5340,592,2071,17932,5683,1953,1177,50,786,882,1494,617,1783,2060,6108,4931,112325.0,123671.0,50000,50000,35000,50000,35000,35000,50000,4326,3938,1517,243,19125,2569,6730,1180,1822,1118,1719,473,0,653300.0,1863.0,6526,3626,2649,109,1950.0,343,0,3335,10019,6315.0,2710.0,992,1838,1144,2134,9939,0,769,1378,1075,1072,14.0,0.0,8,3,128.0,87.0,21,19,393.0,129.0,23,29,3004.0,358.0,39,236,2760.0,696.0,33,268,4251.0,1234.0,31,467,11067.0,2368.0,18,1944,0,0,69,0,587,8.48859977722168,2673,7909,1.968714350973661,2.539052725908667,607929.0154999996,4509862.0168,3553393.1628384525,0.0,0.0055532836068827,0.0018365544427363,6275,0.0017659177334003,3.067490564791056e-05,0.1719347925914587,0.0,0.0
11427,2022,25187,4988,5072,583,1463,23336,5233,3479,1929,161,865,1375,1666,524,1386,1644,8046,5903,84691.0,107605.0,50000,50000,35000,35000,50000,25000,65000,5087,3893,1899,186,24224,3078,7226,1533,2196,857,2036,458,8,678400.0,1547.0,8416,3347,2888,682,1951.0,417,0,3174,10548,5560.0,2555.0,1907,2218,1720,2201,10734,0,1190,1137,1103,1224,7.0,0.0,5,2,272.0,59.0,23,15,414.0,128.0,23,33,3040.0,374.0,39,246,2759.0,706.0,33,269,4295.0,1242.0,30,477,11084.0,2358.0,18,1944,0,0,76,3,761,8.939399719238281,5485,10100,1.584985955627091,2.508562830514764,605683.3364000004,4509344.202400001,4060749.2368287495,0.0,0.006202549955946,0.0020725239381125,6235,0.0015354309356145,0.0001679493020191,0.1248393278301886,0.0,0.0
11428,2022,19554,3199,2305,230,920,18889,4294,3170,1723,189,921,1251,1069,393,1289,1238,6153,4909,89593.0,101793.0,35000,35000,35000,35000,25000,25000,50000,4565,2710,968,63,18957,2804,6337,743,1750,682,1491,668,14,645300.0,1635.0,6497,4046,1751,155,0.0,294,0,2700,8620,4535.0,1685.0,958,1461,1468,2266,9312,0,773,1100,659,1214,8.0,0.0,8,3,268.0,64.0,23,16,410.0,128.0,23,33,3028.0,374.0,39,242,2759.0,706.0,33,269,4293.0,1242.0,30,477,11068.0,2357.0,18,1942,0,0,103,0,739,8.956500053405762,2612,8902,2.246934843335705,2.492612108291394,606261.1007000003,4508526.839299999,2152954.7521959706,0.0,0.0090824017458124,0.0030177132117491,5797,0.0026925786499168,7.19940815485802e-05,0.1388392995505966,0.0,0.0
11429,2022,27845,4985,1445,216,164,25702,5946,4708,2114,306,1196,1779,1712,830,1632,2503,8038,6327,95721.0,116841.0,35000,50000,35000,35000,15000,25000,50000,5820,3354,1649,109,26701,4338,9676,971,2082,962,2728,582,33,609200.0,1382.0,8386,5483,2575,173,1941.0,116,15,3437,11303,6340.0,2910.0,1503,2140,1404,2991,13352,0,632,928,589,971,8.0,0.0,8,3,268.0,64.0,23,16,404.0,128.0,23,34,3018.0,374.0,40,238,2755.0,705.0,33,269,4290.0,1221.0,30,476,11047.0,2361.0,18,1939,0,0,117,0,707,8.956500053405762,3024,10552,2.315314842813729,2.412538445318521,606404.7821000004,4507281.0406,3418618.8715337464,0.0,0.0081451021732374,0.002453037415147,8058,0.0023570922360189,5.060523167427096e-05,0.1571257386736703,0.0,0.0
11430,2022,332,75,122,0,0,118,0,90,78,0,0,6,6,34,0,0,0,0,0.0,0.0,25000,1,1,25000,1,1,1,0,12,0,0,332,55,51,0,0,28,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,90,0,0,0,0,0,0.0,22.0,61,0,223.0,76.0,15,15,621.0,121.0,23,57,2906.0,316.0,40,215,2763.0,713.0,33,269,4284.0,1295.0,28,500,10928.0,2383.0,18,1860,1,0,34,18,569,9.321727189150725,22024,333,1.097375376405069,2.565289890887223,601074.5224000001,4502320.850199999,18456273.914137084,904474.0,1.7988462977117802e-05,0.0,0,0.0,0.0,0.0,0.0,0.0
11432,2022,64268,13440,9662,1342,2352,57331,8218,13470,9546,2241,2072,2719,4614,1881,4489,3159,20036,15021,72001.0,77932.0,35000,35000,35000,35000,25000,25000,50000,8050,10572,4185,591,60217,11330,17743,3039,3367,2055,3789,2570,288,781100.0,1666.0,21263,4480,5297,8235,1957.0,1316,6,3982,16972,8790.0,2780.0,4201,4189,4275,7371,28051,0,2790,2950,3047,2693,21.0,0.0,4,6,303.0,84.0,23,18,838.0,123.0,23,65,3070.0,342.0,40,241,2775.0,731.0,33,274,4294.0,1289.0,28,496,11105.0,2379.0,18,1936,0,9,157,30,1044,9.107699394226074,23787,22314,1.892489531473423,2.477724538999929,601805.5157000003,4507380.0526,5237809.609688935,0.0,0.0122700145268962,0.0040595213618814,9777,0.0018666199668492,0.0015722220954283,0.0921789783638458,0.0,0.0
11433,2022,38865,9581,1620,239,171,36273,6300,6741,4054,483,1062,2571,1940,1368,2339,1763,10886,8287,73118.0,84293.0,35000,50000,35000,35000,15000,35000,25000,5100,3193,1070,36,37274,6457,10945,943,2219,1550,3116,912,17,586800.0,1186.0,11701,3629,5673,1114,1955.0,512,0,2995,11975,6785.0,3000.0,2267,2015,2328,4276,15891,0,912,1310,1353,869,17.0,0.0,4,6,262.0,83.0,23,16,604.0,111.0,19,56,3033.0,332.0,40,238,2770.0,730.0,33,272,4279.0,1271.0,28,495,11075.0,2380.0,18,1924,0,0,92,30,1049,9.107699394226074,4770,12485,2.356991138947779,2.418250400027665,602369.7240000004,4505844.582900001,3962813.0405867407,0.0,0.0098074270983638,0.0029527004883045,9302,0.0023473224461335,0.000281113438507,0.1246046353101567,0.0,0.0
11434,2022,68182,15461,2687,438,384,62852,13674,12196,6589,370,1452,4477,3906,2307,2637,4796,22986,15360,71728.0,92677.0,35000,50000,50000,35000,25000,35000,50000,11074,6732,2912,293,65613,7755,22958,2044,5361,2637,7280,1324,11,551800.0,1300.0,23991,7380,8729,6993,1959.0,1843,53,6918,26297,14230.0,7325.0,6863,5267,4855,6001,29736,0,1615,3124,2662,2077,2.0,12.0,61,0,220.0,63.0,21,13,425.0,96.0,21,40,2953.0,321.0,40,220,2749.0,717.0,33,269,4272.0,1272.0,28,495,11031.0,2359.0,18,1912,0,0,54,3,777,9.152079868316653,12956,22536,2.184679633520721,2.388533837365474,603515.0812999997,4503854.7859,8507134.92572365,106288.0,0.0080146842145212,0.0028201033849194,16109,0.0018935869879399,0.0008220158797358,0.1299891264951069,0.0,0.0
11435,2022,59961,13336,9595,1553,1553,53238,8202,13546,9497,1700,2831,3831,3899,1145,3583,2833,19350,13057,76915.0,84436.0,35000,50000,35000,35000,25000,75000,50000,6813,8721,3406,675,57423,10504,18638,1933,2778,2342,4072,2275,21,525000.0,1695.0,20692,2654,7126,5545,1953.0,771,0,3187,16178,8715.0,3105.0,5099,4567,3337,6347,27889,0,2276,3222,3146,2352,30.0,0.0,11,6,307.0,84.0,23,22,1424.0,126.0,38,96,3070.0,346.0,39,242,2780.0,726.0,33,270,4286.0,1289.0,28,497,11058.0,2358.0,18,1914,0,15,149,51,1030,9.199799537658691,7650,19796,2.46315265933384,2.529088211620177,600496.7534999996,4506576.219900001,3910407.051260425,0.0,0.0153336978002515,0.0052915207365254,9780,0.0025010184034032,0.0014180109454878,0.1465047619047619,0.0,0.0
11436,2022,21349,4300,734,165,42,19751,5144,3668,2199,332,434,1622,1502,856,1617,1968,6136,4872,87685.0,96146.0,35000,35000,35000,35000,15000,35000,50000,4151,2224,956,67,20436,2958,7880,569,1519,693,2061,383,1,573500.0,1717.0,6463,3598,2803,19,1951.0,158,59,2391,8376,5370.0,2070.0,1152,1417,1393,2174,10399,0,684,739,681,742,3.0,22.0,45,0,241.0,83.0,23,14,609.0,113.0,23,55,2954.0,316.0,40,220,2772.0,725.0,33,271,4282.0,1289.0,28,498,10961.0,2366.0,18,1882,0,0,59,24,823,9.249199867248535,1268,7117,2.139620857453306,2.426766017159455,601678.3651,4503437.3879,2064494.6836782133,0.0,0.0103410292934072,0.0031305481438611,6401,0.0031005165819054,9.20322059931324e-06,0.1528945074106364,0.0,0.0
11439,2022,2140,98,1093,107,0,624,70,76,40,76,111,0,149,0,182,26,0,0,0.0,0.0,1,10000,1,1,1,1,1,0,7,0,0,2123,326,7,0,0,193,9,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,100,100.0,55.0,0,0,0,0,414,0,0,0,0,0,21.0,0.0,4,6,309.0,84.0,23,21,1018.0,113.0,23,80,3086.0,350.0,39,245,2778.0,732.0,33,273,4336.0,1287.0,30,495,11129.0,2376.0,18,1945,0,0,54,27,966,9.107699394226074,2153,605,0.2570961414058876,2.524832711237869,601803.0965999998,4508588.6963,385212.9563751253,0.0,0.0055553686982325,0.0,0,0.0,0.0,0.0,0.0,0.0
11501,2022,21434,3796,14243,2183,2949,19320,7197,1887,406,596,1541,925,1296,730,3704,1280,8586,5451,130208.0,160671.0,65000,65000,50000,75000,35000,75000,65000,5432,4830,2693,362,21222,3184,9060,874,1817,1549,2090,529,74,596600.0,2106.0,9019,5095,1064,1711,1954.0,736,0,4223,13761,7770.0,3545.0,2350,3046,1116,2074,0,12606,586,2500,1461,1625,8.0,30.0,12,4,97.0,44.0,23,14,145.0,82.0,20,27,2469.0,286.0,38,192,2712.0,659.0,33,262,4131.0,1244.0,32,444,10784.0,2320.0,18,1930,0,0,21,0,186,8.590899467468262,32817,10092,1.834845785118293,2.579614998586583,614716.5328000002,4511502.3073,5267126.41823494,0.0,0.0040693915995247,0.0017123188782361,6159,0.0011693283036984,0.0003248450605013,0.2182500838082467,0.0,0.0
11507,2022,7111,1317,3661,452,1049,6717,2400,546,143,44,344,294,320,64,726,616,2388,1973,145833.0,154012.0,65000,65000,75000,75000,75000,1,75000,2212,1669,1044,116,7022,1159,2269,419,618,273,597,134,0,793600.0,2604.0,2469,2152,191,34,1956.0,202,0,1688,4755,2540.0,1270.0,380,845,425,738,0,3694,436,686,526,596,2.0,8.0,11,1,84.0,44.0,23,12,162.0,81.0,20,29,2732.0,308.0,38,208,2718.0,653.0,33,263,4136.0,1228.0,32,438,10806.0,2336.0,18,1937,0,0,15,0,159,8.129599571228027,1739,3491,2.242264656780391,2.566516423580677,613767.9347000001,4514039.5337,2734707.27204716,0.0,0.0026002783086457,0.0009028388614887,2343,0.0008567644602948,1.243277492532066e-05,0.1837613407258064,0.0,0.0
11509,2022,1682,275,1590,215,493,1562,510,134,34,15,137,100,67,22,153,200,720,524,155925.0,157500.0,75000,75000,75000,75000,75000,75000,75000,673,423,195,33,1676,273,515,191,225,74,126,50,0,908800.0,2750.0,1156,1047,81,3,1957.0,41,0,453,1296,525.0,230.0,187,306,97,130,0,840,88,264,117,235,4.0,0.0,5,1,26.0,41.0,23,5,66.0,51.0,19,12,2322.0,203.0,45,160,2686.0,681.0,33,265,4200.0,1260.0,28,487,10535.0,2354.0,18,1786,2,0,16,6,131,9.46709966659546,401,1010,2.16915171588386,2.649535073618223,607664.9472000003,4493790.267999999,2870852.271525964,714210.0,0.0005858887330019,0.0004026678807076,1128,0.0003929146794447,1.044985849587234e-06,0.1715724031690141,0.0,0.0
11510,2022,35070,7107,13447,1734,3126,32965,12542,2689,717,294,1688,2206,1835,585,3903,4022,11222,9054,135693.0,150455.0,50000,50000,50000,65000,25000,15000,75000,9941,5768,3312,446,34465,4559,13835,1771,2918,1887,4057,749,11,530000.0,1790.0,11596,10220,549,428,1949.0,580,34,7456,21633,13305.0,6420.0,1776,2811,2331,4304,0,19017,1024,2550,1894,1680,2.0,0.0,30,0,75.0,46.0,23,10,135.0,73.0,23,20,697.0,242.0,23,83,2681.0,649.0,33,261,4100.0,1224.0,31,445,10866.0,2340.0,18,1910,1,0,26,0,181,9.051714011601035,5020,17281,2.371132032116415,2.538034693996008,617459.3756999996,4501211.1285,12305761.052631307,1557825.0,0.0028498846881559,0.0009423228640962,10769,0.0008751185687696,3.478045755719285e-05,0.2560245283018867,0.0,0.0
11514,2022,5040,1456,3159,605,537,4112,1865,388,0,10,224,202,149,74,767,403,1773,1315,110865.0,125694.0,75000,75000,25000,50000,1,1,75000,1138,1054,396,167,4678,615,1946,189,433,414,410,185,21,673000.0,2212.0,1896,1439,184,27,1953.0,92,0,1087,3086,1955.0,915.0,391,396,514,472,0,2673,236,432,419,249,26.0,28.0,23,3,90.0,44.0,23,13,138.0,90.0,23,24,1559.0,256.0,23,145,2712.0,640.0,33,262,4073.0,1204.0,33,429,10763.0,2309.0,18,1940,0,0,21,0,202,8.651899337768555,5537,2402,2.061105179345687,2.622944610307322,617279.5752999997,4512113.8234,2343948.799267065,0.0,0.0021502176163472,0.0008088913890068,1623,0.0006924212681213,1.151902294471735e-05,0.1647325408618127,0.0,0.0
11516,2022,8450,2383,7356,957,1378,8207,2524,309,70,168,445,267,554,0,1108,895,2864,1979,98333.0,139116.0,50000,50000,75000,75000,15000,50000,15000,2014,928,811,107,8427,1187,2514,490,500,410,563,140,0,801900.0,1761.0,3070,1743,741,253,1952.0,67,0,1684,4717,2600.0,1505.0,795,744,513,812,0,3741,489,831,711,609,1.0,0.0,133,0,36.0,51.0,23,6,175.0,68.0,23,19,2646.0,264.0,45,199,2722.0,677.0,33,266,4208.0,1252.0,28,485,10826.0,2339.0,18,1869,1,0,52,3,196,9.20099957784017,3648,3210,2.406033088750585,2.618502845286428,607484.1058999998,4497970.5041,2403004.5867453967,21931.0,0.0035164310740848,0.0012775672659692,2484,0.0010337058920741,0.0001052848593779,0.1226250155879785,0.0,0.0
11518,2022,10294,2176,8514,1699,1678,9544,3842,525,225,14,732,371,680,210,1493,754,4099,2700,110280.0,125143.0,65000,65000,75000,35000,25000,75000,75000,3077,1754,1148,123,10164,1385,3960,637,990,684,1078,53,0,563000.0,2035.0,4368,2636,1034,537,1952.0,123,0,2133,6705,3880.0,2080.0,1237,1155,740,967,0,5301,526,826,678,674,7.0,1.0,6,2,53.0,34.0,23,6,141.0,86.0,23,25,2032.0,248.0,39,156,2714.0,670.0,33,264,4146.0,1210.0,30,459,10895.0,2340.0,18,1916,1,0,2,0,167,9.170599937438965,1586,4772,2.469428540722943,2.606429279136086,612738.0839,4499687.8347,3911041.0054572793,296136.0,0.002632035814924,0.0011168382008537,3670,0.0009383690927502,0.000137303597495,0.1958792184724689,0.0,0.0
11520,2022,44876,9342,14444,2101,3442,42675,15334,2364,326,724,1677,2678,1875,1278,6338,3598,14326,9890,110152.0,130066.0,35000,35000,25000,35000,15000,35000,50000,9934,5330,2359,344,42891,7032,16042,1550,3634,1454,3583,1317,0,445800.0,1754.0,15078,9237,1489,1986,1951.0,1725,0,8035,25564,16325.0,8130.0,3605,3465,2233,5023,0,22893,980,2403,1697,1686,6.0,0.0,30,1,70.0,18.0,23,10,117.0,81.0,23,21,545.0,217.0,23,67,2666.0,624.0,33,255,4041.0,1206.0,32,432,10798.0,2331.0,18,1901,1,0,22,0,121,9.01096886396408,12450,19844,2.522795243442587,2.535860948640745,619449.9926000005,4501307.651699999,14383150.3106669,1284663.0,0.0031200397013663,0.001048309978991,10726,0.0007457337070339,0.0001380782343995,0.247088380439659,0.0,0.0
11530,2022,28207,6852,24302,2858,4549,26023,7666,1952,142,499,2446,714,1254,299,3807,1557,9544,7228,186300.0,231905.0,75000,75000,25000,75000,35000,50000,75000,8569,6208,3830,775,27994,3311,9438,1352,2893,1261,2318,566,0,928600.0,3226.0,10146,8025,489,738,1950.0,557,0,6494,17807,7990.0,3965.0,1967,2930,1494,3153,0,13352,1453,2993,2754,1692,13.0,7.0,23,2,99.0,72.0,20,16,171.0,95.0,23,29,2671.0,285.0,40,201,2722.0,687.0,33,264,4144.0,1225.0,31,444,10993.0,2333.0,18,1937,0,0,1,0,239,8.688981316306375,35284,12334,2.502924039098398,2.634167631932068,613581.2642000001,4508978.7544,18802015.803386107,71483.0,0.001500211482373,0.0005396229907525,8514,0.0004528237870359,3.925111050417751e-05,0.2006245961662718,0.0,0.0
11542,2022,29095,5442,19722,2740,4851,25629,9448,1463,206,482,1179,1097,979,678,5303,1712,10965,7271,91774.0,111662.0,50000,50000,35000,75000,15000,25000,75000,6311,5124,2377,391,27761,3927,9621,1544,2352,1374,1780,809,40,629700.0,1968.0,11341,6165,2659,1309,1959.0,1190,0,5690,18821,9930.0,4305.0,2918,3362,1617,3068,0,13943,1523,1759,1364,1918,4.0,0.0,16,1,14.0,8.0,23,3,174.0,57.0,18,21,1612.0,351.0,23,141,2750.0,674.0,33,259,4103.0,1192.0,33,426,10890.0,2290.0,18,1982,2,0,18,0,69,8.345555901527405,8789,13321,2.306110259713293,2.624930416608179,615661.0389,4524434.660499999,18022173.64628328,630147.0,0.0016144001589952,0.0006292803644325,8824,0.0004896190755447,7.263274817407808e-05,0.1457424170239796,0.0,0.0
11545,2022,12068,2763,9980,945,2370,11502,3495,412,69,99,1209,294,327,100,1425,859,4326,3473,164306.0,200966.0,75000,75000,65000,75000,25000,15000,75000,3888,2714,1658,223,11995,1880,3330,849,1331,510,790,445,41,973700.0,1714.0,4681,4236,416,11,1959.0,178,0,3203,9806,3670.0,1725.0,785,1274,743,1524,0,5641,988,1110,1134,964,5.0,0.0,97,1,38.0,46.0,17,7,112.0,53.0,23,17,1733.0,324.0,23,153,2759.0,675.0,33,263,4107.0,1184.0,33,426,10888.0,2294.0,18,1969,1,0,9,0,112,8.057146565119425,2871,5077,2.638325987053818,2.656793359836185,616318.1213999996,4520963.696799999,29656465.818583667,3279.0,0.0004069264380261,0.0001578407902221,4652,0.0001568629258947,3.709140552110918e-07,0.1687439663140597,0.0,0.0
11547,2022,585,107,443,28,146,537,130,17,0,0,36,16,12,0,60,28,227,133,48636.0,143897.0,35000,15000,75000,35000,1,1,15000,160,165,60,14,585,132,123,32,77,0,29,50,0,887500.0,1610.0,227,196,31,0,1953.0,0,0,129,423,135.0,75.0,82,28,62,55,0,200,0,100,81,19,3.0,0.0,114,0,40.0,38.0,12,8,174.0,61.0,23,22,2238.0,336.0,30,186,2752.0,670.0,33,263,4148.0,1192.0,33,436,10889.0,2298.0,18,1962,2,0,11,0,126,8.439800262451172,78,458,2.207515555731738,2.613328191368049,614539.5001999997,4520579.823899999,1564558.380749564,374663.0,0.0003739074279348,0.0001450888651986,227,0.0001450888651986,0.0,0.0548011267605633,0.0,0.0
11548,2022,2230,203,1579,331,330,1796,539,38,0,128,52,43,163,139,389,126,435,340,102188.0,151923.0,15000,15000,75000,75000,1,15000,1,362,401,210,19,2178,544,254,98,113,75,119,52,0,655900.0,2766.0,441,387,44,0,1981.0,14,0,340,885,560.0,245.0,52,155,75,153,0,816,80,69,70,79,6.0,0.0,97,0,62.0,48.0,23,9,112.0,61.0,23,18,1783.0,324.0,23,155,2746.0,671.0,33,262,4103.0,1184.0,33,426,10883.0,2288.0,18,1965,1,0,12,0,100,8.17056655883789,2426,847,2.168309097432512,2.647228131863134,616478.1780000003,4519218.249500001,2527674.662050356,29514.0,0.0008822337911917,0.0001744686555675,431,0.0001705124502258,0.0,0.1557981399603598,0.0,0.0
